"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","ResourceName","RDataPath","Tags"
"taylor_mcp_20230215","taylor_mcp_20230215 Deconvolution using MCP counter data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_mcp_20230215.Rds","curatedPCaData/taylor_mcp_20230215.Rds","mcp"
"taylor_estimate_20230215","taylor_estimate_20230215 Deconvolution using ESTIMATE data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_estimate_20230215.Rds","curatedPCaData/taylor_estimate_20230215.Rds","estimate"
"taylor_scores_20230215","taylor_scores_20230215 Various gene expression risk and marker scores data of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","taylor_scores_20230215.Rds","curatedPCaData/taylor_scores_20230215.Rds","scores"
"taylor_colData_20230215","taylor_colData_20230215 Clinical metadata (colData-slot) of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","taylor_colData_20230215.Rds","curatedPCaData/taylor_colData_20230215.Rds","clinical"
"taylor_sampleMap_20230215","taylor_sampleMap_20230215 MAE-object sampleMap of taylor cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE21032,https://www.cbioportal.org/study/summary?id=prad_mskcc",NA,"Homo sapiens","9606",NA,"MSKCC","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","taylor_sampleMap_20230215.Rds","curatedPCaData/taylor_sampleMap_20230215.Rds","sampleMap"
"tcga_cna.gistic_20230215","tcga_cna.gistic_20230215 Copy number alteration GISTIC data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","tcga_cna.gistic_20230215.Rds","curatedPCaData/tcga_cna.gistic_20230215.Rds","cna.gistic"
"tcga_gex.rsem.log_20230215","tcga_gex.rsem.log_20230215 Gene expression (Log-RSEM) data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","tcga_gex.rsem.log_20230215.Rds","curatedPCaData/tcga_gex.rsem.log_20230215.Rds","gex.rsem.log"
"tcga_mut_20230215","tcga_mut_20230215 Mutation data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","RaggedExperiment","Rds","tcga_mut_20230215.Rds","curatedPCaData/tcga_mut_20230215.Rds","mut"
"tcga_cibersort_20230215","tcga_cibersort_20230215 Deconvolution using CIBERSORTx data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","tcga_cibersort_20230215.Rds","curatedPCaData/tcga_cibersort_20230215.Rds","cibersort"
"tcga_xcell_20230215","tcga_xcell_20230215 Deconvolution using xCell data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","tcga_xcell_20230215.Rds","curatedPCaData/tcga_xcell_20230215.Rds","xcell"
"tcga_epic_20230215","tcga_epic_20230215 Deconvolution using EPIC data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","tcga_epic_20230215.Rds","curatedPCaData/tcga_epic_20230215.Rds","epic"
"tcga_quantiseq_20230215","tcga_quantiseq_20230215 Deconvolution using quanTIseq data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","tcga_quantiseq_20230215.Rds","curatedPCaData/tcga_quantiseq_20230215.Rds","quantiseq"
"tcga_mcp_20230215","tcga_mcp_20230215 Deconvolution using MCP counter data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","tcga_mcp_20230215.Rds","curatedPCaData/tcga_mcp_20230215.Rds","mcp"
"tcga_estimate_20230215","tcga_estimate_20230215 Deconvolution using ESTIMATE data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","tcga_estimate_20230215.Rds","curatedPCaData/tcga_estimate_20230215.Rds","estimate"
"tcga_scores_20230215","tcga_scores_20230215 Various gene expression risk and marker scores data of tcga cohort in curatedPCaData package","3.17",NA,"tar.gz","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","tcga_scores_20230215.Rds","curatedPCaData/tcga_scores_20230215.Rds","scores"
"tcga_colData_20230215","tcga_colData_20230215 Clinical metadata (colData-slot) of tcga cohort in curatedPCaData package","3.17",NA,"TXT","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","tcga_colData_20230215.Rds","curatedPCaData/tcga_colData_20230215.Rds","clinical"
"tcga_sampleMap_20230215","tcga_sampleMap_20230215 MAE-object sampleMap of tcga cohort in curatedPCaData package","3.17",NA,"TXT","https://xenabrowser.net/datapages/?cohort=TCGA%20Prostate%20Cancer%20(PRAD)",NA,"Homo sapiens","9606",NA,"XenaBrowser","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","tcga_sampleMap_20230215.Rds","curatedPCaData/tcga_sampleMap_20230215.Rds","sampleMap"
"true_gex.logr_20230215","true_gex.logr_20230215 Gene expression (Log-ratios) data of true cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5132",NA,"Homo sapiens","9606",NA,"Fred Hutchinson Cancer Research Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","true_gex.logr_20230215.Rds","curatedPCaData/true_gex.logr_20230215.Rds","gex.logr"
"true_cibersort_20230215","true_cibersort_20230215 Deconvolution using CIBERSORTx data of true cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5132",NA,"Homo sapiens","9606",NA,"Fred Hutchinson Cancer Research Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","true_cibersort_20230215.Rds","curatedPCaData/true_cibersort_20230215.Rds","cibersort"
"true_epic_20230215","true_epic_20230215 Deconvolution using EPIC data of true cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5132",NA,"Homo sapiens","9606",NA,"Fred Hutchinson Cancer Research Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","true_epic_20230215.Rds","curatedPCaData/true_epic_20230215.Rds","epic"
"true_quantiseq_20230215","true_quantiseq_20230215 Deconvolution using quanTIseq data of true cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5132",NA,"Homo sapiens","9606",NA,"Fred Hutchinson Cancer Research Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","true_quantiseq_20230215.Rds","curatedPCaData/true_quantiseq_20230215.Rds","quantiseq"
"true_mcp_20230215","true_mcp_20230215 Deconvolution using MCP counter data of true cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5132",NA,"Homo sapiens","9606",NA,"Fred Hutchinson Cancer Research Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","true_mcp_20230215.Rds","curatedPCaData/true_mcp_20230215.Rds","mcp"
"true_estimate_20230215","true_estimate_20230215 Deconvolution using ESTIMATE data of true cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5132",NA,"Homo sapiens","9606",NA,"Fred Hutchinson Cancer Research Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","true_estimate_20230215.Rds","curatedPCaData/true_estimate_20230215.Rds","estimate"
"true_scores_20230215","true_scores_20230215 Various gene expression risk and marker scores data of true cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5132",NA,"Homo sapiens","9606",NA,"Fred Hutchinson Cancer Research Center","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","true_scores_20230215.Rds","curatedPCaData/true_scores_20230215.Rds","scores"
"true_colData_20230215","true_colData_20230215 Clinical metadata (colData-slot) of true cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5132",NA,"Homo sapiens","9606",NA,"Fred Hutchinson Cancer Research Center","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","true_colData_20230215.Rds","curatedPCaData/true_colData_20230215.Rds","clinical"
"true_sampleMap_20230215","true_sampleMap_20230215 MAE-object sampleMap of true cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE5132",NA,"Homo sapiens","9606",NA,"Fred Hutchinson Cancer Research Center","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","true_sampleMap_20230215.Rds","curatedPCaData/true_sampleMap_20230215.Rds","sampleMap"
"wallace_gex.rma_20230215","wallace_gex.rma_20230215 Gene expression (RMA) data of wallace cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wallace_gex.rma_20230215.Rds","curatedPCaData/wallace_gex.rma_20230215.Rds","gex.rma"
"wallace_cibersort_20230215","wallace_cibersort_20230215 Deconvolution using CIBERSORTx data of wallace cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wallace_cibersort_20230215.Rds","curatedPCaData/wallace_cibersort_20230215.Rds","cibersort"
"wallace_xcell_20230215","wallace_xcell_20230215 Deconvolution using xCell data of wallace cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wallace_xcell_20230215.Rds","curatedPCaData/wallace_xcell_20230215.Rds","xcell"
"wallace_epic_20230215","wallace_epic_20230215 Deconvolution using EPIC data of wallace cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wallace_epic_20230215.Rds","curatedPCaData/wallace_epic_20230215.Rds","epic"
"wallace_quantiseq_20230215","wallace_quantiseq_20230215 Deconvolution using quanTIseq data of wallace cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wallace_quantiseq_20230215.Rds","curatedPCaData/wallace_quantiseq_20230215.Rds","quantiseq"
"wallace_mcp_20230215","wallace_mcp_20230215 Deconvolution using MCP counter data of wallace cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wallace_mcp_20230215.Rds","curatedPCaData/wallace_mcp_20230215.Rds","mcp"
"wallace_estimate_20230215","wallace_estimate_20230215 Deconvolution using ESTIMATE data of wallace cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wallace_estimate_20230215.Rds","curatedPCaData/wallace_estimate_20230215.Rds","estimate"
"wallace_scores_20230215","wallace_scores_20230215 Various gene expression risk and marker scores data of wallace cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wallace_scores_20230215.Rds","curatedPCaData/wallace_scores_20230215.Rds","scores"
"wallace_colData_20230215","wallace_colData_20230215 Clinical metadata (colData-slot) of wallace cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","wallace_colData_20230215.Rds","curatedPCaData/wallace_colData_20230215.Rds","clinical"
"wallace_sampleMap_20230215","wallace_sampleMap_20230215 MAE-object sampleMap of wallace cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6956",NA,"Homo sapiens","9606",NA,"NCI","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","wallace_sampleMap_20230215.Rds","curatedPCaData/wallace_sampleMap_20230215.Rds","sampleMap"
"wang_gex.rma_20230215","wang_gex.rma_20230215 Gene expression (RMA) data of wang cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wang_gex.rma_20230215.Rds","curatedPCaData/wang_gex.rma_20230215.Rds","gex.rma"
"wang_cibersort_20230215","wang_cibersort_20230215 Deconvolution using CIBERSORTx data of wang cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wang_cibersort_20230215.Rds","curatedPCaData/wang_cibersort_20230215.Rds","cibersort"
"wang_xcell_20230215","wang_xcell_20230215 Deconvolution using xCell data of wang cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wang_xcell_20230215.Rds","curatedPCaData/wang_xcell_20230215.Rds","xcell"
"wang_epic_20230215","wang_epic_20230215 Deconvolution using EPIC data of wang cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wang_epic_20230215.Rds","curatedPCaData/wang_epic_20230215.Rds","epic"
"wang_quantiseq_20230215","wang_quantiseq_20230215 Deconvolution using quanTIseq data of wang cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wang_quantiseq_20230215.Rds","curatedPCaData/wang_quantiseq_20230215.Rds","quantiseq"
"wang_estimate_20230215","wang_estimate_20230215 Deconvolution using ESTIMATE data of wang cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wang_estimate_20230215.Rds","curatedPCaData/wang_estimate_20230215.Rds","estimate"
"wang_scores_20230215","wang_scores_20230215 Various gene expression risk and marker scores data of wang cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wang_scores_20230215.Rds","curatedPCaData/wang_scores_20230215.Rds","scores"
"wang_mcp_20230215","wang_mcp_20230215 Deconvolution using MCP counter data of wang cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","wang_mcp_20230215.Rds","curatedPCaData/wang_mcp_20230215.Rds","mcp"
"wang_colData_20230215","wang_colData_20230215 Clinical metadata (colData-slot) of wang cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","wang_colData_20230215.Rds","curatedPCaData/wang_colData_20230215.Rds","clinical"
"wang_sampleMap_20230215","wang_sampleMap_20230215 MAE-object sampleMap of wang cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8218",NA,"Homo sapiens","9606",NA,"University of California","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","wang_sampleMap_20230215.Rds","curatedPCaData/wang_sampleMap_20230215.Rds","sampleMap"
"weiner_gex.rma_20230215","weiner_gex.rma_20230215 Gene expression (RMA) data of weiner cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","weiner_gex.rma_20230215.Rds","curatedPCaData/weiner_gex.rma_20230215.Rds","gex.rma"
"weiner_cibersort_20230215","weiner_cibersort_20230215 Deconvolution using CIBERSORTx data of weiner cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","weiner_cibersort_20230215.Rds","curatedPCaData/weiner_cibersort_20230215.Rds","cibersort"
"weiner_xcell_20230215","weiner_xcell_20230215 Deconvolution using xCell data of weiner cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","weiner_xcell_20230215.Rds","curatedPCaData/weiner_xcell_20230215.Rds","xcell"
"weiner_epic_20230215","weiner_epic_20230215 Deconvolution using EPIC data of weiner cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","weiner_epic_20230215.Rds","curatedPCaData/weiner_epic_20230215.Rds","epic"
"weiner_quantiseq_20230215","weiner_quantiseq_20230215 Deconvolution using quanTIseq data of weiner cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","weiner_quantiseq_20230215.Rds","curatedPCaData/weiner_quantiseq_20230215.Rds","quantiseq"
"weiner_estimate_20230215","weiner_estimate_20230215 Deconvolution using ESTIMATE data of weiner cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","weiner_estimate_20230215.Rds","curatedPCaData/weiner_estimate_20230215.Rds","estimate"
"weiner_scores_20230215","weiner_scores_20230215 Various gene expression risk and marker scores data of weiner cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","weiner_scores_20230215.Rds","curatedPCaData/weiner_scores_20230215.Rds","scores"
"weiner_mcp_20230215","weiner_mcp_20230215 Deconvolution using MCP counter data of weiner cohort in curatedPCaData package","3.17",NA,"tar.gz","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","matrix","Rds","weiner_mcp_20230215.Rds","curatedPCaData/weiner_mcp_20230215.Rds","mcp"
"weiner_colData_20230215","weiner_colData_20230215 Clinical metadata (colData-slot) of weiner cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","weiner_colData_20230215.Rds","curatedPCaData/weiner_colData_20230215.Rds","clinical"
"weiner_sampleMap_20230215","weiner_sampleMap_20230215 MAE-object sampleMap of weiner cohort in curatedPCaData package","3.17",NA,"TXT","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157548",NA,"Homo sapiens","9606",NA,"Decipher Bioscience","Teemu Daniel Laajala <teelaa@utu.fi>","DFrame","Rds","weiner_sampleMap_20230215.Rds","curatedPCaData/weiner_sampleMap_20230215.Rds","sampleMap"
