"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","supplementary_file.2","supplementary_file.3","data_row_count"
"GSM208441","Fusion:No, Deletion: unknown (prostate_2104676)","GSM208441","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208441/GSM208441_1492043_R004_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208441/GSM208441_1513772016_R004_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208441/GSM208441_1513772019_R004_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208441/GSM208441_1514601005_R004_C009.txt.gz","6144"
"GSM208442","Fusion:Yes, Deletion:Yes (prostate_2106472)","GSM208442","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:YES","DELETION:YES","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208442/GSM208442_1492043_R007_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208442/GSM208442_1513772016_R007_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208442/GSM208442_1513772019_R007_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208442/GSM208442_1514601005_R007_C002.txt.gz","6144"
"GSM208443","Fusion:No, Deletion: unknown (prostate_2111629)","GSM208443","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208443/GSM208443_1514601013_R008_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208443/GSM208443_1514610006_R008_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208443/GSM208443_1514610018_R008_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208443/GSM208443_1514610020_R008_C008.txt.gz","6144"
"GSM208444","Fusion:Yes, Deletion:Yes (prostate_2114475)","GSM208444","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:YES","DELETION:YES","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208444/GSM208444_1514599012_R004_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208444/GSM208444_1514599022_R004_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208444/GSM208444_1514599026_R004_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208444/GSM208444_1514610008_R004_C011.txt.gz","6144"
"GSM208445","Fusion:No, Deletion:No (prostate_2126440)","GSM208445","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:NO","DELETION:NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208445/GSM208445_1492043_R006_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208445/GSM208445_1513772016_R006_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208445/GSM208445_1513772019_R006_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208445/GSM208445_1514601005_R006_C012.txt.gz","6144"
"GSM208446","Fusion:Yes, Deletion: unknown (prostate_2157652)","GSM208446","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:YES","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208446/GSM208446_1492043_R005_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208446/GSM208446_1513772016_R005_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208446/GSM208446_1513772019_R005_C011.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208446/GSM208446_1514601005_R005_C011.txt.gz","6144"
"GSM208447","Fusion: unknown, Deletion: unknown (prostate_2174891)","GSM208447","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208447/GSM208447_1492043_R006_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208447/GSM208447_1513772016_R006_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208447/GSM208447_1513772019_R006_C002.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208447/GSM208447_1514601005_R006_C002.txt.gz","6144"
"GSM208448","Fusion:No, Deletion:No (prostate_2191499)","GSM208448","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:NO","DELETION:NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208448/GSM208448_1514599012_R004_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208448/GSM208448_1514599022_R004_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208448/GSM208448_1514599026_R004_C012.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208448/GSM208448_1514610008_R004_C012.txt.gz","6144"
"GSM208449","Fusion:No, Deletion: unknown (prostate_2196708)","GSM208449","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208449/GSM208449_1492043_R004_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208449/GSM208449_1513772016_R004_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208449/GSM208449_1513772019_R004_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208449/GSM208449_1514601005_R004_C008.txt.gz","6144"
"GSM208450","Fusion:No, Deletion:No (prostate_2204000)","GSM208450","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:NO","DELETION:NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208450/GSM208450_1492043_R005_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208450/GSM208450_1513772016_R005_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208450/GSM208450_1513772019_R005_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208450/GSM208450_1514601005_R005_C008.txt.gz","6144"
"GSM208451","Fusion:No, Deletion: unknown (prostate_2272451)","GSM208451","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:NO","DELETION:","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208451/GSM208451_1514599012_R008_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208451/GSM208451_1514599022_R008_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208451/GSM208451_1514599026_R008_C009.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208451/GSM208451_1514610008_R008_C009.txt.gz","6144"
"GSM208452","Fusion:No, Deletion:No (prostate_2305348)","GSM208452","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:NO","DELETION:NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208452/GSM208452_1492001_R006_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208452/GSM208452_1514599002_R006_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208452/GSM208452_1514599005_R006_C008.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208452/GSM208452_1514610019_R006_C008.txt.gz","6144"
"GSM208453","Fusion:Yes, Deletion:Yes (prostate_2332668)","GSM208453","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:YES","DELETION:YES","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208453/GSM208453_1514599012_R008_C010.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208453/GSM208453_1514599022_R008_C010.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208453/GSM208453_1514599026_R008_C010.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208453/GSM208453_1514610008_R008_C010.txt.gz","6144"
"GSM208454","Fusion:Yes, Deletion:Yes (prostate_2339744)","GSM208454","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:YES","DELETION:YES","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208454/GSM208454_1492043_R008_C004.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208454/GSM208454_1513772016_R008_C004.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208454/GSM208454_1513772019_R008_C004.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208454/GSM208454_1514601005_R008_C004.txt.gz","6144"
"GSM208455","Fusion:No, Deletion:No (prostate_2344270)","GSM208455","Public on May 28 2008","Jul 06 2007","May 21 2008","RNA","1","primary prostate cancer","Homo sapiens","FUSION:NO","DELETION:NO","na","na","total RNA","Using 3 biopsy cores (0.6µm each) taken from formalin-fixed paraffin-embeded tissue blocks, total RNA was extracted using Trizol LS reagent (Invitrogen).","Cy3 and Cy5","Refer to the Illumina DASL Assay System Manual","9606","Refer to the Illumina DASL Assay System Manual. Hybridization was performed for 4 DASL assay oligo pool (DAP)s, DAP1~4, including 1536 probes each on 4 separate microarrays.","Refer to the Illumina DASL Assay System Manual","no additional","For each probe, Red and Green intensities are computed as average of single bead values. The final signal is the sum of the Red and Green intensities. Data were median-centered by subtraction of median (log2 scale) within sample and within DAP, and median set to a target value computed as the overall within DAP median. Data were then normalized using the qspline algorithm (on the log2 intensity scale) with reference distribution computed as the marginal (always within DAP) mean of every gene.","GPL5474","Mark,A.,Rubin","rubinma@med.cornell.edu","212-746-6313","Rubin","Pathology and Laboratory Medicine","Weill Cornell Medical Center","1300 York Avenue Room C 410-A ","New York","NY","10021","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208455/GSM208455_1514599012_R004_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208455/GSM208455_1514599022_R004_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208455/GSM208455_1514599026_R004_C003.txt.gz","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM208nnn/GSM208455/GSM208455_1514610008_R004_C003.txt.gz","6144"
